station_id,station_lat,station_long,start_slot_0,start_slot_1,start_slot_2,start_slot_3,start_slot_4,start_slot_5,start_slot_6,start_slot_7,start_slot_8,start_slot_9,start_slot_10,start_slot_11,start_slot_12,start_slot_13,start_slot_14,start_slot_15,start_slot_16,start_slot_17,start_slot_18,start_slot_19,start_slot_20,start_slot_21,start_slot_22,start_slot_23,start_slot_24,start_slot_25,start_slot_26,start_slot_27,start_slot_28,start_slot_29,start_slot_30,start_slot_31,start_slot_32,start_slot_33,start_slot_34,start_slot_35,start_slot_36,start_slot_37,start_slot_38,start_slot_39,start_slot_40,start_slot_41,start_slot_42,start_slot_43,start_slot_44,start_slot_45,start_slot_46,start_slot_47,end_slot_0,end_slot_1,end_slot_2,end_slot_3,end_slot_4,end_slot_5,end_slot_6,end_slot_7,end_slot_8,end_slot_9,end_slot_10,end_slot_11,end_slot_12,end_slot_13,end_slot_14,end_slot_15,end_slot_16,end_slot_17,end_slot_18,end_slot_19,end_slot_20,end_slot_21,end_slot_22,end_slot_23,end_slot_24,end_slot_25,end_slot_26,end_slot_27,end_slot_28,end_slot_29,end_slot_30,end_slot_31,end_slot_32,end_slot_33,end_slot_34,end_slot_35,end_slot_36,end_slot_37,end_slot_38,end_slot_39,end_slot_40,end_slot_41,end_slot_42,end_slot_43,end_slot_44,end_slot_45,end_slot_46,end_slot_47
3051,34.0454216,-118.25352,22,10,13,22,4,2,1,2,2,3,0,0,0,1,0,2,11,4,8,13,21,12,24,17,16,40,22,20,15,29,25,24,24,28,26,27,30,13,19,16,5,20,8,12,22,8,5,9,7,12,6,1,7,2,2,0,1,0,0,3,0,1,1,2,3,7,6,27,25,23,32,23,28,21,17,25,32,22,20,27,18,23,27,20,16,16,8,12,13,11,10,5,17,8,9,9
3029,34.048851,-118.24642,14,6,4,24,25,8,5,4,0,4,2,1,1,0,6,3,6,9,16,9,8,9,20,13,33,18,31,20,34,22,19,24,25,22,18,22,14,14,23,11,15,15,8,16,6,11,5,8,8,12,9,9,8,0,5,0,0,1,1,0,0,0,1,3,4,3,2,3,11,11,11,10,18,9,11,19,12,15,13,22,14,15,31,18,18,18,7,8,10,17,13,3,11,22,6,2
3031,34.0447006,-118.25244,13,17,14,21,9,10,1,1,3,1,1,2,1,2,4,7,13,16,20,39,40,47,44,48,42,33,51,43,53,57,52,42,41,48,55,58,44,60,37,62,38,32,28,23,26,31,11,20,30,25,20,22,16,15,29,24,12,8,5,1,5,3,2,3,6,8,22,31,17,25,22,47,41,49,48,44,48,51,60,61,64,72,60,49,59,63,37,58,30,38,35,46,43,27,20,25
3047,34.0399818,-118.2664,7,3,4,12,1,1,0,0,1,2,1,0,2,5,2,3,8,4,4,8,25,10,11,17,13,26,19,20,13,23,18,16,17,21,22,18,16,15,4,3,7,9,11,14,10,6,1,4,8,13,7,10,6,0,0,0,0,1,1,0,3,0,2,0,1,0,7,5,14,9,4,9,16,20,23,18,10,18,14,23,29,32,23,14,13,15,23,5,10,8,20,15,10,13,12,4
3053,34.0400391,-118.26302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3037,34.0348015,-118.23128,9,11,4,14,8,1,4,0,0,0,0,0,1,4,5,2,4,5,3,8,8,10,18,30,20,20,18,24,18,13,17,12,18,20,16,16,10,10,6,6,13,11,7,7,6,11,9,1,3,8,9,8,5,0,0,0,0,3,0,0,3,1,9,4,3,8,6,9,9,12,9,16,29,14,24,17,17,21,21,30,15,14,22,11,11,15,8,12,19,10,15,7,17,9,11,7
3038,34.0468216,-118.24835,17,9,19,35,10,1,4,1,1,1,8,5,3,8,7,5,10,10,17,38,21,34,33,37,40,32,55,52,54,44,53,37,46,27,32,31,19,29,37,29,14,18,14,30,13,22,41,7,23,19,11,9,6,8,0,2,1,1,0,1,1,2,2,2,5,13,19,11,29,20,30,34,37,34,37,42,41,43,33,36,47,33,44,48,28,31,23,26,32,22,25,19,25,40,28,50
3034,34.0420609,-118.26338,4,4,4,1,2,0,0,1,2,2,0,0,2,0,7,1,4,12,13,14,31,29,39,31,34,23,29,33,27,21,30,41,25,29,15,28,22,26,21,20,16,11,19,12,12,10,9,7,15,6,8,12,5,3,1,0,0,2,0,0,2,1,0,3,6,1,5,17,10,11,22,29,31,30,39,21,27,31,39,20,24,36,28,12,21,12,31,13,19,15,17,16,11,5,5,4
3066,34.0633888,-118.23616,3,2,1,0,0,0,0,1,0,0,0,1,3,4,2,4,3,6,9,10,11,8,27,12,19,23,19,12,14,13,15,9,12,14,10,14,5,3,8,3,6,6,7,3,2,7,4,0,4,2,2,8,13,1,3,3,0,0,0,1,0,2,6,2,0,3,3,6,10,5,6,8,14,10,26,10,20,22,16,12,19,13,17,19,9,16,6,3,5,6,8,5,4,1,0,5
3036,34.0391884,-118.23253,9,0,2,4,3,0,0,1,4,0,0,0,0,0,0,2,4,8,0,7,11,13,36,22,21,32,15,32,30,26,36,15,19,22,18,17,6,6,17,9,8,7,8,3,7,3,1,6,6,4,5,1,4,0,0,0,0,0,0,0,0,0,1,2,10,5,8,22,17,17,23,19,35,26,39,24,35,35,35,27,28,24,17,17,14,6,2,6,18,6,7,5,9,13,10,3
3008,34.0466118,-118.26273,24,21,13,2,7,4,2,1,1,1,6,2,0,1,3,4,2,9,9,20,23,23,29,28,24,27,25,18,12,19,19,19,37,18,9,10,14,29,16,19,13,23,21,13,22,23,13,5,7,2,3,7,8,9,0,3,0,3,4,0,2,3,18,21,5,9,4,17,15,25,20,18,23,17,12,22,31,24,10,21,17,21,25,29,29,26,20,34,15,9,16,13,26,7,3,3
3063,34.0491982,-118.25283,13,9,13,14,6,3,3,3,1,2,1,2,1,2,6,2,5,9,14,18,29,34,26,27,47,48,36,47,32,42,42,37,47,33,38,43,27,18,21,28,15,31,24,19,3,8,8,9,29,13,9,8,11,6,7,1,2,2,2,6,0,10,4,3,10,15,19,14,15,23,18,40,38,41,39,36,37,44,45,37,41,62,37,36,34,23,26,30,28,34,18,17,14,11,27,13
3027,34.0499802,-118.24716,14,11,9,11,12,5,2,0,0,1,0,0,0,1,4,4,14,15,12,12,18,13,12,22,24,16,20,29,29,26,14,17,12,24,17,23,18,22,16,8,13,7,12,6,17,25,17,14,11,4,3,5,0,7,0,1,0,1,0,0,0,0,0,0,3,7,5,11,10,12,6,17,16,12,22,20,27,11,11,12,18,15,16,15,7,2,3,12,16,7,11,1,11,14,4,1
3025,34.0328598,-118.26808,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,3,3,4,3,3,12,4,1,2,1,7,5,5,3,7,2,2,9,4,2,3,2,1,1,0,0,1,2,2,1,0,3,0,0,3,0,1,0,3,1,0,0,0,1,1,1,5,1,5,2,6,3,3,5,2,3,0,6,7,6,2,8,10,5,3,4,5,2,6,6,3,4,0,2,0,4,1
3033,34.0409889,-118.2558,9,3,3,6,3,0,0,1,1,0,0,0,0,0,1,0,0,4,1,3,8,4,5,11,2,8,3,3,5,7,5,4,8,6,8,12,8,3,1,0,5,6,4,3,4,4,4,4,7,11,6,5,1,0,0,0,0,0,1,0,0,0,1,1,1,1,3,10,4,1,4,10,7,5,9,6,5,18,3,5,7,7,6,4,2,1,6,8,12,6,1,4,3,0,0,4
3032,34.0498886,-118.25588,4,1,9,6,0,1,0,4,1,0,1,4,0,0,0,6,1,12,6,8,11,9,13,20,33,27,18,33,33,11,32,23,23,34,23,23,12,7,6,8,10,2,8,9,11,2,3,3,7,13,3,0,0,2,1,1,2,1,1,1,1,3,0,3,1,12,12,14,32,25,20,11,21,24,42,28,26,30,25,21,36,56,24,22,10,15,7,6,4,8,7,5,3,4,3,4
3018,34.0437317,-118.26014,6,7,3,2,8,1,0,1,1,0,0,1,2,0,1,5,3,4,12,9,16,13,12,28,19,17,14,13,16,16,9,13,7,17,9,11,14,12,12,15,14,8,11,18,6,12,4,11,2,5,7,3,6,2,0,0,0,0,2,1,0,0,1,3,1,2,2,7,12,10,20,13,17,13,13,17,10,11,16,12,16,20,19,19,18,15,12,8,8,5,9,15,1,14,2,6
3022,34.0460701,-118.23309,14,8,6,14,11,5,0,5,2,1,0,0,1,2,4,4,7,12,13,23,19,31,26,49,42,44,55,52,57,31,57,76,55,45,45,23,27,29,41,47,28,30,33,15,37,23,25,27,14,14,10,6,10,9,0,2,2,1,1,0,1,1,18,9,5,16,15,25,21,35,39,73,50,51,65,72,72,66,84,66,69,45,57,49,32,24,49,30,41,26,27,32,21,9,19,16
3011,34.0411301,-118.26798,6,3,2,6,7,0,1,3,0,0,0,0,0,6,0,5,7,7,5,9,11,1,9,20,11,8,14,18,15,11,16,10,19,14,21,14,18,16,16,10,4,3,18,6,20,3,7,8,4,1,2,5,8,4,3,3,0,0,0,0,0,1,10,6,9,10,11,10,15,14,12,19,23,21,16,19,29,29,26,17,18,13,20,19,11,17,13,17,6,7,11,12,9,10,8,5
3046,34.0530205,-118.24795,9,2,1,2,3,1,0,0,3,0,0,0,0,2,1,0,0,3,4,5,2,4,7,3,17,14,7,15,12,9,8,19,14,14,10,11,7,14,9,8,2,5,11,5,9,5,6,2,4,1,6,10,3,0,0,0,0,0,0,0,0,0,2,4,1,2,1,6,8,5,7,6,8,8,5,16,8,6,20,8,14,7,3,9,9,5,9,6,11,2,3,8,2,3,6,3
3045,34.028511,-118.25667,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,2,2,0,3,0,4,5,1,2,1,0,1,0,1,2,0,4,1,0,1,1,6,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,0,6,3,2,0,0,0,3,6,2,2,4,1,2,1,4,2,1,3,2,2
3074,34.0441704,-118.26117,7,3,6,7,5,3,0,2,1,0,0,0,0,3,4,4,4,6,12,21,16,27,32,29,24,29,35,34,27,22,30,31,35,23,20,31,21,21,16,30,21,15,15,7,11,6,3,7,7,12,14,10,6,0,5,0,0,0,0,1,0,3,1,2,3,8,11,16,29,17,22,21,19,30,31,24,29,27,32,27,39,36,31,32,25,17,21,26,25,26,15,12,10,18,7,5
3007,34.0504799,-118.25459,4,2,0,3,0,1,0,0,1,0,3,0,0,1,0,0,1,3,5,18,19,12,12,22,23,32,44,39,31,24,48,35,39,32,28,20,19,15,14,15,5,6,6,12,5,10,4,3,2,4,0,2,0,1,1,0,1,0,0,0,0,3,0,4,11,2,13,7,15,16,15,18,17,21,21,38,20,31,18,14,15,30,15,15,11,18,10,7,7,1,0,0,0,4,2,3
3019,34.0386086,-118.26086,8,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,1,4,5,4,7,2,12,7,4,8,13,12,3,3,9,8,14,7,9,1,0,3,3,7,2,3,2,2,1,2,2,0,4,1,1,0,0,2,0,0,2,0,0,1,0,2,1,4,0,3,8,2,2,8,4,5,6,4,5,7,3,8,4,13,6,7,5,4,4,3,8,4,6,1,2,0,0,5
3068,34.0531998,-118.25095,8,8,5,2,2,0,1,0,0,0,0,0,1,1,5,3,0,6,7,9,18,27,20,25,24,25,30,47,29,30,58,34,45,39,33,21,25,33,13,9,19,26,15,24,12,15,3,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,10,6,10,9,13,26,13,17,13,6,21,22,18,6,17,20,12,17,10,6,8,4,4,10,5,5,1,0
3048,34.0416908,-118.23535,16,2,7,8,3,3,0,0,0,2,0,3,2,0,2,7,14,21,22,26,40,33,25,34,31,49,52,34,28,27,54,24,43,42,34,41,27,15,26,21,22,22,9,12,12,4,6,5,27,13,2,3,8,3,3,0,0,1,0,0,1,3,5,9,12,16,9,15,20,28,29,26,33,28,31,34,33,26,55,53,33,47,42,29,42,27,16,30,29,25,16,12,13,11,12,22
3079,34.0501404,-118.23324,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,0,0,3,0,0,0,2,3,4,3,7,7,4,3,3,4,0,3,0,0,0,1,0,3,0,0,0,6,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,2,0,1,3,0,6,1,5,2,3,4,3,2,1,0,10,3,3,0,5,2,0,6,5,0,0,1,0
3023,34.0509109,-118.24097,10,7,0,0,0,2,1,0,0,0,0,0,1,2,0,1,3,1,4,11,4,9,18,28,20,26,17,25,17,36,24,24,29,34,36,52,36,36,31,29,15,19,14,23,16,5,6,6,5,4,1,9,10,3,2,0,0,0,0,0,0,1,1,0,2,1,9,8,7,11,17,17,28,16,34,33,18,30,36,35,48,45,39,43,35,30,39,26,18,29,7,14,12,17,7,5
3077,34.0398712,-118.25004,1,3,2,1,0,2,1,2,0,1,0,0,0,2,3,2,0,0,2,3,14,10,8,13,12,12,10,11,18,18,7,13,5,10,10,6,6,2,9,4,8,0,1,2,1,4,0,0,5,6,1,1,2,1,1,1,1,1,0,4,0,0,1,6,3,6,4,9,18,9,4,7,26,21,11,18,22,9,11,8,10,4,4,5,6,4,6,3,4,3,2,3,8,0,1,0
3028,34.0583191,-118.24609,11,6,1,0,1,11,0,0,1,0,0,0,1,0,2,0,0,4,5,3,6,8,13,10,13,14,21,10,11,14,6,12,17,7,3,13,16,7,6,2,7,4,4,2,5,0,1,0,6,3,3,2,2,0,0,7,1,0,0,0,1,0,0,2,0,3,2,3,5,2,2,5,4,7,3,1,1,10,6,8,8,10,10,7,7,2,8,6,4,2,7,7,5,0,0,0
3024,34.0577202,-118.24897,10,4,7,3,6,4,8,0,2,0,0,1,0,0,3,1,2,2,4,5,11,10,9,8,15,7,11,12,8,6,10,10,25,5,12,10,4,6,9,5,9,10,6,16,18,10,12,7,4,2,4,0,3,4,3,0,0,1,0,1,0,0,0,2,0,1,2,3,8,6,10,4,2,5,0,2,9,10,2,2,8,10,6,10,2,3,0,4,5,1,0,8,7,8,3,5
3057,34.0356789,-118.27081,2,0,2,4,0,0,0,0,0,0,0,1,0,0,0,6,5,2,2,4,2,2,2,7,1,3,8,8,6,2,6,7,3,5,20,5,10,2,4,7,3,2,0,5,0,0,1,0,2,3,2,3,1,0,0,0,0,0,0,0,0,0,1,1,4,2,0,4,4,3,3,6,3,9,6,5,2,5,2,6,2,10,3,3,6,2,1,2,3,1,4,2,0,0,3,1
3080,34.0342102,-118.25459,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,3,1,1,3,1,0,0,1,1,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,1,3,1,1,5,0,0,4,1,0,0,1,0,3,2,1,2,2,0,0,0,0
3060,34.0348816,-118.25769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,5,3,9,4,7,3,4,4,3,11,2,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,2,0,2,3,3,3,9,5,7,6,7,2,3,5,1,2,4,0,1,4,0,1,0,0,0,0,0,1,0
3056,34.0374603,-118.26538,4,5,1,0,1,1,0,1,0,2,0,0,4,1,3,2,6,8,7,9,6,6,11,6,8,13,6,11,11,4,5,9,9,12,4,6,8,5,7,6,0,7,4,2,1,3,3,1,9,3,0,5,4,5,1,1,1,1,0,0,2,0,3,0,2,0,1,1,5,4,7,8,17,10,7,2,7,2,6,3,6,7,6,8,5,9,6,4,10,4,5,10,5,2,4,2
3026,34.063179,-118.24588,7,2,0,3,1,1,2,4,0,0,0,2,2,0,1,1,3,3,19,26,24,15,12,15,20,13,13,14,22,16,23,14,14,15,13,11,7,9,11,16,3,3,1,8,4,2,2,1,8,2,6,4,6,6,1,0,0,0,0,1,0,5,0,0,0,1,0,3,2,3,7,7,14,9,10,9,12,5,8,12,12,13,4,15,19,12,10,11,9,7,10,4,5,3,5,8
3065,34.0605583,-118.23833,2,6,6,1,0,0,1,0,0,0,0,0,0,1,2,0,0,2,2,2,4,8,9,7,26,9,13,10,19,30,25,15,40,8,16,19,6,10,12,16,2,1,6,15,5,12,33,21,8,2,13,6,0,0,4,0,0,0,0,0,0,0,0,1,1,3,3,10,5,13,7,19,25,9,24,7,9,16,30,14,10,14,20,15,21,15,4,19,4,6,2,13,4,4,24,7
3020,34.0310516,-118.26709,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,4,5,4,2,4,1,0,6,3,3,9,4,2,2,6,1,3,2,3,4,0,1,1,2,1,2,1,1,4,0,0,1,5,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,2,1,6,1,7,2,11,7,15,1,4,4,3,0,3,1,2,2,2,7,5,2,1,0,2,7,0,3
3059,34.0379486,-118.25627,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,8,5,17,14,21,21,15,6,17,18,17,17,21,14,8,3,4,4,4,5,3,1,0,0,3,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,11,13,9,22,18,13,17,10,28,8,23,11,8,10,4,3,6,10,2,2,5,0,0,1,2,0,0
3054,34.0392189,-118.23649,3,0,2,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,1,9,22,0,8,8,11,5,11,4,13,16,14,19,10,25,7,8,10,3,3,3,3,4,5,5,12,1,3,0,2,1,1,2,0,0,0,2,0,0,2,0,0,0,13,0,1,2,3,5,8,14,7,11,8,11,23,10,20,3,10,13,4,8,7,14,6,9,6,2,0,3,1,1,2,2,2,1
3010,34.0370483,-118.25487,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,3,2,4,2,8,1,3,2,5,7,6,8,6,5,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,1,6,3,5,8,1,8,4,6,7,4,2,2,2,5,0,2,0,0,0,0,0,0,0,0,1
